date,origin,destination,total_trips
2020-11-30,15759,85001,60
2020-11-30,17001,66001,318
2020-11-30,18001,41001,53
2020-11-30,18001,41551,35
2020-11-30,19001,52001,23
2020-11-30,19001,76001,318
2020-11-30,20001,47001,30
2020-11-30,20011,68276,10
2020-11-30,23001,23162,454
2020-11-30,23001,23417,34
2020-11-30,23001,23660,19
2020-11-30,23001,70001,59
2020-11-30,23162,23001,572
2020-11-30,23162,23417,12
2020-11-30,23417,23001,120
2020-11-30,23660,23001,89
2020-11-30,23660,70001,52
2020-11-30,25175,11001,4489
2020-11-30,25175,25473,191
2020-11-30,25175,25754,161
2020-11-30,25175,25899,74
2020-11-30,25290,11001,1478
2020-11-30,25290,25175,12
2020-11-30,25290,25473,62
2020-11-30,25290,25754,347
2020-11-30,25473,11001,7728
2020-11-30,25473,25175,184
2020-11-30,25473,25290,10
2020-11-30,25473,25754,536
2020-11-30,25754,11001,57661
2020-11-30,25754,25175,230
2020-11-30,25754,25290,193
2020-11-30,25754,25473,913
2020-11-30,25754,50001,38
2020-11-30,25754,73001,41
2020-11-30,25899,11001,124
2020-11-30,25899,25175,113
2020-11-30,41001,11001,214
2020-11-30,41001,18001,63
2020-11-30,41001,25754,17
2020-11-30,41001,41551,69
2020-11-30,41001,73001,53
2020-11-30,41551,18001,27
2020-11-30,41551,41001,67
2020-11-30,47001,8001,218
2020-11-30,47001,8433,75
2020-11-30,47001,11001,82
2020-11-30,47001,20001,34
2020-11-30,47001,47189,448
2020-11-30,47189,47001,527
2020-11-30,50001,11001,1080
2020-11-30,50001,25754,62
2020-11-30,50001,85001,11
2020-11-30,52001,19001,27
2020-11-30,52001,52356,279
2020-11-30,52001,52835,10
2020-11-30,52001,76001,33
2020-11-30,52356,52001,255
2020-11-30,52835,52001,14
2020-11-30,54001,54874,2509
2020-11-30,54405,54874,15
2020-11-30,54874,54001,1999
2020-11-30,63001,66001,216
2020-11-30,63001,73001,22
2020-11-30,63001,76001,74
2020-11-30,63001,76111,17
2020-11-30,66001,11001,55
2020-11-30,66001,17001,365
2020-11-30,66001,63001,203
2020-11-30,66001,73001,19
2020-11-30,66001,76001,109
2020-11-30,66001,76111,25
2020-11-30,66001,76147,749
2020-11-30,66001,76834,16
2020-11-30,68001,68081,85
2020-11-30,68001,68276,4219
2020-11-30,68001,68307,4538
2020-11-30,68001,68547,772
2020-11-30,68081,68001,73
2020-11-30,68081,68276,93
2020-11-30,68081,68307,50
2020-11-30,68276,68001,5998
2020-11-30,68276,68081,137
2020-11-30,68276,68307,5376
2020-11-30,68276,68547,1717
2020-11-30,68307,11001,12
2020-11-30,68307,68001,5695
2020-11-30,68307,68081,82
2020-11-30,68307,68276,4817
2020-11-30,68307,68547,878
2020-11-30,68547,68001,1371
2020-11-30,68547,68276,2052
2020-11-30,68547,68307,1217
2020-11-30,70001,23001,54
2020-11-30,70001,23660,27
2020-11-30,73001,11001,604
2020-11-30,73001,25290,31
2020-11-30,73001,25754,79
2020-11-30,73001,41001,71
2020-11-30,73001,63001,15
2020-11-30,73001,73268,223
2020-11-30,73001,76001,31
2020-11-30,73268,11001,34
2020-11-30,73268,25754,11
2020-11-30,73268,73001,168
2020-11-30,76001,11001,59
2020-11-30,76001,19001,292
2020-11-30,76001,52001,24
2020-11-30,76001,63001,20
2020-11-30,76001,66001,89
2020-11-30,76001,73001,15
2020-11-30,76001,76109,298
2020-11-30,76001,76111,277
2020-11-30,76001,76520,3177
2020-11-30,76001,76834,186
2020-11-30,76001,76892,2713
2020-11-30,76109,76001,251
2020-11-30,76111,63001,16
2020-11-30,76111,66001,29
2020-11-30,76111,76001,410
2020-11-30,76111,76109,11
2020-11-30,76111,76520,64
2020-11-30,76111,76834,187
2020-11-30,76111,76892,22
2020-11-30,76147,66001,994
2020-11-30,76520,11001,50
2020-11-30,76520,76001,3907
2020-11-30,76520,76111,46
2020-11-30,76520,76892,249
2020-11-30,76834,66001,12
2020-11-30,76834,76001,306
2020-11-30,76834,76111,234
2020-11-30,76892,76001,2387
2020-11-30,76892,76520,153
2020-12-01,5001,5088,3352
2020-12-01,5001,5129,434
2020-12-01,5001,5360,7703
2020-12-01,5001,11001,17
2020-12-01,5045,5837,121
2020-12-01,5088,5001,4636
2020-12-01,5088,5129,47
2020-12-01,5088,5360,753
2020-12-01,5129,5001,581
2020-12-01,5129,5088,36
2020-12-01,5129,5360,731
2020-12-01,5360,5001,8950
2020-12-01,5360,5088,580
2020-12-01,5360,5129,556
2020-12-01,5837,5045,138
2020-12-01,8001,8078,62
2020-12-01,8001,8296,98
2020-12-01,8001,8433,1375
2020-12-01,8001,8573,171
2020-12-01,8001,8638,54
2020-12-01,8001,11001,10
2020-12-01,8001,13001,24
2020-12-01,8001,20001,11
2020-12-01,8001,47001,66
2020-12-01,8078,8001,87
2020-12-01,8078,8296,14
2020-12-01,8078,8638,11
2020-12-01,8296,8001,105
2020-12-01,8296,8433,28
2020-12-01,8433,8001,2116
2020-12-01,8433,8296,46
2020-12-01,8433,8573,38
2020-12-01,8433,47001,10
2020-12-01,8573,8001,222
2020-12-01,8573,8433,16
2020-12-01,8638,8001,84
2020-12-01,8638,8078,13
2020-12-01,11001,5001,56
2020-12-01,11001,5360,18
2020-12-01,11001,8001,33
2020-12-01,11001,13001,23
2020-12-01,11001,15001,80
2020-12-01,11001,15759,43
2020-12-01,11001,25175,1199
2020-12-01,11001,25290,233
2020-12-01,11001,25473,2141
2020-12-01,11001,25754,11480
2020-12-01,11001,41001,54
2020-12-01,11001,47001,58
2020-12-01,11001,50001,154
2020-12-01,11001,52001,19
2020-12-01,11001,66001,23
2020-12-01,11001,68001,10
2020-12-01,11001,73001,93
2020-12-01,11001,76001,65
2020-12-01,11001,85001,14
2020-12-01,13001,8001,16
2020-12-01,13001,11001,13
2020-12-01,15001,11001,117
2020-12-01,15001,15238,13
2020-12-01,15001,15759,50
2020-12-01,15238,15001,26
2020-12-01,15238,15759,35
2020-12-01,15759,11001,31
2020-12-01,15759,15001,48
2020-12-01,15759,15238,35
2020-12-01,15759,85001,23
2020-12-01,17001,66001,100
2020-12-01,18001,41001,24
2020-12-01,19001,76001,106
2020-12-01,20001,8001,10
2020-12-01,20001,44430,14
2020-12-01,20001,47001,14
2020-12-01,23001,5154,11
2020-12-01,23001,23162,152
2020-12-01,23001,23417,46
2020-12-01,23001,23660,29
2020-12-01,23001,70001,38
2020-12-01,23162,23001,194
2020-12-01,23417,23001,52
2020-12-01,23660,23001,25
2020-12-01,23660,70001,23
2020-12-01,25175,11001,1255
2020-12-01,25175,25473,50
2020-12-01,25175,25754,24
2020-12-01,25175,25899,29
2020-12-01,25290,11001,335
2020-12-01,25290,25754,48
2020-12-01,25473,11001,3161
2020-12-01,25473,25175,66
2020-12-01,25473,25290,12
2020-12-01,25473,25754,224
2020-12-01,25754,11001,18833
2020-12-01,25754,25175,57
2020-12-01,25754,25290,51
2020-12-01,25754,25473,244
2020-12-01,25754,50001,14
2020-12-01,25754,73001,10
2020-12-01,25899,25175,23
2020-12-01,41001,11001,32
2020-12-01,41001,18001,18
2020-12-01,41001,41551,31
2020-12-01,41001,73001,17
2020-12-01,41551,18001,16
2020-12-01,41551,41001,27
2020-12-01,47001,8001,92
2020-12-01,47001,8433,14
2020-12-01,47001,11001,29
2020-12-01,47001,20001,12
2020-12-01,47001,47189,167
2020-12-01,47189,47001,195
2020-12-01,50001,11001,215
2020-12-01,52001,52356,66
2020-12-01,52356,52001,82
2020-12-01,52835,52001,10
2020-12-01,54001,54874,831
2020-12-01,54874,54001,720
2020-12-01,63001,66001,67
2020-12-01,63001,76001,19
2020-12-01,66001,11001,10
2020-12-01,66001,17001,74
2020-12-01,66001,63001,52
2020-12-01,66001,76001,37
2020-12-01,66001,76147,245
2020-12-01,68001,68081,27
2020-12-01,68001,68276,1661
2020-12-01,68001,68307,2017
2020-12-01,68001,68547,310
2020-12-01,68081,68001,39
2020-12-01,68081,68276,23
2020-12-01,68081,68307,24
2020-12-01,68276,68001,2555
2020-12-01,68276,68081,27
2020-12-01,68276,68307,1777
2020-12-01,68276,68547,474
2020-12-01,68307,11001,11
2020-12-01,68307,68001,2580
2020-12-01,68307,68081,23
2020-12-01,68307,68276,1497
2020-12-01,68307,68547,261
2020-12-01,68547,68001,566
2020-12-01,68547,68276,633
2020-12-01,68547,68307,436
2020-12-01,70001,23001,38
2020-12-01,70001,23660,10
2020-12-01,73001,11001,107
2020-12-01,73001,25754,17
2020-12-01,73001,41001,17
2020-12-01,73001,73268,58
2020-12-01,73268,73001,95
2020-12-01,76001,11001,17
2020-12-01,76001,19001,95
2020-12-01,76001,63001,12
2020-12-01,76001,66001,25
2020-12-01,76001,76109,128
2020-12-01,76001,76111,92
2020-12-01,76001,76520,1123
2020-12-01,76001,76834,71
2020-12-01,76001,76892,1045
2020-12-01,76109,76001,110
2020-12-01,76111,76001,99
2020-12-01,76111,76109,11
2020-12-01,76111,76520,16
2020-12-01,76111,76834,86
2020-12-01,76147,66001,388
2020-12-01,76520,11001,16
2020-12-01,76520,76001,1325
2020-12-01,76520,76111,21
2020-12-01,76520,76892,76
2020-12-01,76834,76001,125
2020-12-01,76834,76111,63
2020-12-01,76892,76001,1193
2020-12-01,76892,76520,97
2020-12-01,85001,11001,10
2020-12-01,85001,15759,22
2020-12-02,5001,5088,11317
2020-12-02,5001,5129,1558
2020-12-02,5001,5154,11
2020-12-02,5001,5360,21432
2020-12-02,5001,11001,25
2020-12-02,5045,5837,307
2020-12-02,5088,5001,9937
2020-12-02,5088,5129,136
2020-12-02,5088,5360,1849
2020-12-02,5129,5001,1384
2020-12-02,5129,5088,146
2020-12-02,5129,5360,1637
2020-12-02,5360,5001,19793
2020-12-02,5360,5088,2023
2020-12-02,5360,5129,1734
2020-12-02,5360,11001,12
2020-12-02,5837,5045,313
2020-12-02,8001,8078,195
2020-12-02,8001,8296,243
2020-12-02,8001,8433,5540
2020-12-02,8001,8573,481
2020-12-02,8001,8638,170
2020-12-02,8001,47001,93
2020-12-02,8078,8001,183
2020-12-02,8078,8433,26
2020-12-02,8078,8638,21
2020-12-02,8296,8001,226
2020-12-02,8296,8078,10
2020-12-02,8296,8433,127
2020-12-02,8433,8001,4482
2020-12-02,8433,8078,29
2020-12-02,8433,8296,104
2020-12-02,8433,8573,87
2020-12-02,8433,47001,14
2020-12-02,8573,8001,440
2020-12-02,8573,8296,13
2020-12-02,8573,8433,60
2020-12-02,8638,8001,157
2020-12-02,8638,8078,28
2020-12-02,11001,5001,102
2020-12-02,11001,5360,33
2020-12-02,11001,8001,29
2020-12-02,11001,13001,13
2020-12-02,11001,15001,110
2020-12-02,11001,15759,26
2020-12-02,11001,18001,11
2020-12-02,11001,25175,2756
2020-12-02,11001,25290,418
2020-12-02,11001,25473,6633
2020-12-02,11001,25754,47194
2020-12-02,11001,25899,13
2020-12-02,11001,41001,135
2020-12-02,11001,47001,16
2020-12-02,11001,50001,368
2020-12-02,11001,66001,12
2020-12-02,11001,68001,20
2020-12-02,11001,68276,11
2020-12-02,11001,73001,216
2020-12-02,11001,76001,68
2020-12-02,11001,85001,13
2020-12-02,15001,11001,75
2020-12-02,15001,15238,19
2020-12-02,15001,15759,84
2020-12-02,15238,15759,78
2020-12-02,15759,11001,48
2020-12-02,15759,15001,88
2020-12-02,15759,15238,80
2020-12-02,15759,85001,31
2020-12-02,17001,66001,149
2020-12-02,18001,41001,35
2020-12-02,18001,41551,13
2020-12-02,19001,52001,22
2020-12-02,19001,76001,103
2020-12-02,20001,8001,11
2020-12-02,23001,23162,463
2020-12-02,23001,23417,37
2020-12-02,23001,23660,47
2020-12-02,23001,70001,40
2020-12-02,23162,23001,439
2020-12-02,23417,23001,51
2020-12-02,23660,23001,31
2020-12-02,23660,70001,14
2020-12-02,25175,11001,2728
2020-12-02,25175,25473,146
2020-12-02,25175,25754,149
2020-12-02,25175,25899,70
2020-12-02,25290,11001,365
2020-12-02,25290,25754,105
2020-12-02,25473,11001,5653
2020-12-02,25473,25175,132
2020-12-02,25473,25290,14
2020-12-02,25473,25754,652
2020-12-02,25754,11001,38825
2020-12-02,25754,25175,111
2020-12-02,25754,25290,89
2020-12-02,25754,25473,606
2020-12-02,25899,11001,30
2020-12-02,25899,25175,69
2020-12-02,41001,11001,146
2020-12-02,41001,18001,41
2020-12-02,41001,41551,45
2020-12-02,41001,73001,14
2020-12-02,41551,41001,58
2020-12-02,47001,8001,79
2020-12-02,47001,8433,25
2020-12-02,47001,20001,16
2020-12-02,47001,47189,421
2020-12-02,47189,8001,10
2020-12-02,47189,47001,406
2020-12-02,50001,11001,243
2020-12-02,50001,25754,19
2020-12-02,52001,52356,132
2020-12-02,52001,52835,15
2020-12-02,52001,76001,46
2020-12-02,52356,52001,138
2020-12-02,52835,52001,22
2020-12-02,54001,54874,1906
2020-12-02,54874,54001,2108
2020-12-02,63001,66001,81
2020-12-02,63001,76001,10
2020-12-02,66001,17001,161
2020-12-02,66001,63001,104
2020-12-02,66001,76001,13
2020-12-02,66001,76147,854
2020-12-02,68001,20011,10
2020-12-02,68001,68081,49
2020-12-02,68001,68276,5457
2020-12-02,68001,68307,5653
2020-12-02,68001,68547,1252
2020-12-02,68081,68001,23
2020-12-02,68081,68276,41
2020-12-02,68081,68307,20
2020-12-02,68276,68001,4513
2020-12-02,68276,68081,44
2020-12-02,68276,68307,4292
2020-12-02,68276,68547,1423
2020-12-02,68307,5001,18
2020-12-02,68307,68001,5010
2020-12-02,68307,68081,41
2020-12-02,68307,68276,4527
2020-12-02,68307,68547,1038
2020-12-02,68547,68001,932
2020-12-02,68547,68276,1328
2020-12-02,68547,68307,930
2020-12-02,70001,23001,10
2020-12-02,73001,11001,177
2020-12-02,73001,25754,25
2020-12-02,73001,41001,15
2020-12-02,73001,73268,123
2020-12-02,73268,73001,145
2020-12-02,76001,11001,40
2020-12-02,76001,19001,176
2020-12-02,76001,52001,30
2020-12-02,76001,63001,13
2020-12-02,76001,66001,49
2020-12-02,76001,76109,166
2020-12-02,76001,76111,159
2020-12-02,76001,76520,3246
2020-12-02,76001,76834,115
2020-12-02,76001,76892,2911
2020-12-02,76109,76001,142
2020-12-02,76111,76001,129
2020-12-02,76111,76520,42
2020-12-02,76111,76834,173
2020-12-02,76111,76892,10
2020-12-02,76147,66001,729
2020-12-02,76520,11001,18
2020-12-02,76520,76001,2742
2020-12-02,76520,76111,33
2020-12-02,76520,76892,215
2020-12-02,76834,76001,96
2020-12-02,76834,76111,162
2020-12-02,76892,76001,2714
2020-12-02,76892,76520,265
2020-12-02,85001,15759,18
2020-12-03,5001,5088,3356
2020-12-03,5001,5129,543
2020-12-03,5001,5360,8058
2020-12-03,5001,11001,13
2020-12-03,5045,5837,114
2020-12-03,5088,5001,4715
2020-12-03,5088,5129,56
2020-12-03,5088,5360,771
2020-12-03,5129,5001,601
2020-12-03,5129,5088,34
2020-12-03,5129,5360,704
2020-12-03,5360,5001,9466
2020-12-03,5360,5088,630
2020-12-03,5360,5129,711
2020-12-03,5837,5045,125
2020-12-03,8001,8078,58
2020-12-03,8001,8296,96
2020-12-03,8001,8433,1423
2020-12-03,8001,8573,177
2020-12-03,8001,8638,62
2020-12-03,8001,13001,22
2020-12-03,8001,47001,58
2020-12-03,8078,8001,97
2020-12-03,8078,8296,17
2020-12-03,8296,8001,109
2020-12-03,8296,8433,34
2020-12-03,8433,8001,2225
2020-12-03,8433,8296,45
2020-12-03,8433,8573,26
2020-12-03,8433,11001,18
2020-12-03,8573,8001,188
2020-12-03,8638,8001,81
2020-12-03,8638,8078,13
2020-12-03,11001,5001,66
2020-12-03,11001,5360,19
2020-12-03,11001,8001,41
2020-12-03,11001,13001,18
2020-12-03,11001,15001,68
2020-12-03,11001,15759,28
2020-12-03,11001,25175,1361
2020-12-03,11001,25290,215
2020-12-03,11001,25473,2128
2020-12-03,11001,25754,11921
2020-12-03,11001,41001,43
2020-12-03,11001,47001,67
2020-12-03,11001,50001,182
2020-12-03,11001,66001,12
2020-12-03,11001,68001,20
2020-12-03,11001,73001,130
2020-12-03,11001,76001,54
2020-12-03,13001,8001,12
2020-12-03,15001,11001,93
2020-12-03,15001,15238,11
2020-12-03,15001,15759,52
2020-12-03,15238,15001,10
2020-12-03,15238,15759,45
2020-12-03,15759,11001,21
2020-12-03,15759,15001,51
2020-12-03,15759,15238,28
2020-12-03,15759,85001,12
2020-12-03,17001,66001,103
2020-12-03,18001,41001,24
2020-12-03,18001,41551,13
2020-12-03,19001,76001,136
2020-12-03,23001,23162,168
2020-12-03,23001,23417,26
2020-12-03,23001,23660,33
2020-12-03,23001,70001,23
2020-12-03,23162,23001,203
2020-12-03,23417,23001,42
2020-12-03,23660,23001,21
2020-12-03,23660,70001,20
2020-12-03,25175,11001,1292
2020-12-03,25175,25473,59
2020-12-03,25175,25754,21
2020-12-03,25175,25899,24
2020-12-03,25290,11001,240
2020-12-03,25290,25473,13
2020-12-03,25290,25754,50
2020-12-03,25473,11001,3084
2020-12-03,25473,25175,65
2020-12-03,25473,25290,22
2020-12-03,25473,25754,200
2020-12-03,25754,11001,19642
2020-12-03,25754,25175,54
2020-12-03,25754,25290,48
2020-12-03,25754,25473,213
2020-12-03,25899,25175,24
2020-12-03,41001,11001,23
2020-12-03,41001,18001,22
2020-12-03,41001,41551,31
2020-12-03,41001,73001,12
2020-12-03,41551,41001,33
2020-12-03,47001,8001,64
2020-12-03,47001,8433,15
2020-12-03,47001,20001,11
2020-12-03,47001,47189,140
2020-12-03,47189,47001,201
2020-12-03,50001,11001,204
2020-12-03,52001,52356,66
2020-12-03,52001,52835,15
2020-12-03,52356,52001,63
2020-12-03,54001,54874,833
2020-12-03,54874,54001,709
2020-12-03,63001,66001,74
2020-12-03,63001,76001,15
2020-12-03,66001,11001,16
2020-12-03,66001,17001,83
2020-12-03,66001,63001,45
2020-12-03,66001,76001,24
2020-12-03,66001,76147,266
2020-12-03,68001,68081,17
2020-12-03,68001,68276,1745
2020-12-03,68001,68307,2050
2020-12-03,68001,68547,322
2020-12-03,68081,68001,25
2020-12-03,68081,68276,26
2020-12-03,68081,68307,14
2020-12-03,68276,68001,2575
2020-12-03,68276,68081,19
2020-12-03,68276,68307,1863
2020-12-03,68276,68547,501
2020-12-03,68307,68001,2562
2020-12-03,68307,68081,24
2020-12-03,68307,68276,1686
2020-12-03,68307,68547,271
2020-12-03,68547,68001,561
2020-12-03,68547,68276,614
2020-12-03,68547,68307,411
2020-12-03,70001,23001,33
2020-12-03,70001,23660,18
2020-12-03,73001,11001,100
2020-12-03,73001,25754,20
2020-12-03,73001,41001,11
2020-12-03,73001,73268,71
2020-12-03,73268,73001,70
2020-12-03,76001,11001,12
2020-12-03,76001,19001,69
2020-12-03,76001,66001,12
2020-12-03,76001,76109,111
2020-12-03,76001,76111,73
2020-12-03,76001,76520,1112
2020-12-03,76001,76834,67
2020-12-03,76001,76892,1073
2020-12-03,76109,76001,92
2020-12-03,76111,76001,85
2020-12-03,76111,76520,13
2020-12-03,76111,76834,61
2020-12-03,76147,66001,383
2020-12-03,76520,11001,21
2020-12-03,76520,76001,1428
2020-12-03,76520,76111,24
2020-12-03,76520,76892,86
2020-12-03,76834,76001,76
2020-12-03,76834,76111,60
2020-12-03,76892,76001,1214
2020-12-03,76892,76109,12
2020-12-03,76892,76111,11
2020-12-03,76892,76520,93
2020-12-03,85001,15759,11
2020-12-04,5001,5088,11526
2020-12-04,5001,5129,1549
2020-12-04,5001,5360,22005
2020-12-04,5001,11001,34
2020-12-04,5045,5837,250
2020-12-04,5088,5001,10136
2020-12-04,5088,5129,126
2020-12-04,5088,5360,1898
2020-12-04,5129,5001,1412
2020-12-04,5129,5088,138
2020-12-04,5129,5360,1570
2020-12-04,5360,5001,20309
2020-12-04,5360,5088,2090
2020-12-04,5360,5129,1777
2020-12-04,5360,11001,11
2020-12-04,5837,5045,265
2020-12-04,8001,8078,197
2020-12-04,8001,8296,272
2020-12-04,8001,8433,5490
2020-12-04,8001,8573,523
2020-12-04,8001,8638,167
2020-12-04,8001,13001,18
2020-12-04,8001,47001,99
2020-12-04,8078,8001,178
2020-12-04,8078,8296,10
2020-12-04,8078,8433,12
2020-12-04,8078,8638,35
2020-12-04,8296,8001,270
2020-12-04,8296,8078,18
2020-12-04,8296,8433,131
2020-12-04,8433,8001,4659
2020-12-04,8433,8078,14
2020-12-04,8433,8296,100
2020-12-04,8433,8573,81
2020-12-04,8433,8638,11
2020-12-04,8433,11001,13
2020-12-04,8433,47001,15
2020-12-04,8573,8001,481
2020-12-04,8573,8433,73
2020-12-04,8638,8001,141
2020-12-04,8638,8078,36
2020-12-04,8638,8433,14
2020-12-04,11001,5001,110
2020-12-04,11001,5360,36
2020-12-04,11001,8001,18
2020-12-04,11001,13001,19
2020-12-04,11001,15001,142
2020-12-04,11001,15759,112
2020-12-04,11001,25175,2807
2020-12-04,11001,25290,442
2020-12-04,11001,25473,6503
2020-12-04,11001,25754,47645
2020-12-04,11001,25899,18
2020-12-04,11001,41001,170
2020-12-04,11001,47001,42
2020-12-04,11001,50001,431
2020-12-04,11001,66001,32
2020-12-04,11001,68001,14
2020-12-04,11001,68276,13
2020-12-04,11001,73001,307
2020-12-04,11001,76001,91
2020-12-04,11001,85001,16
2020-12-04,15001,11001,125
2020-12-04,15001,15238,29
2020-12-04,15001,15759,94
2020-12-04,15238,15001,19
2020-12-04,15238,15759,76
2020-12-04,15759,11001,27
2020-12-04,15759,15001,80
2020-12-04,15759,15238,93
2020-12-04,15759,85001,20
2020-12-04,17001,66001,195
2020-12-04,18001,41001,50
2020-12-04,18001,41551,17
2020-12-04,19001,52001,11
2020-12-04,19001,76001,138
2020-12-04,20001,8001,16
2020-12-04,20001,47001,13
2020-12-04,23001,23162,469
2020-12-04,23001,23417,49
2020-12-04,23001,23660,54
2020-12-04,23001,70001,42
2020-12-04,23162,23001,457
2020-12-04,23417,23001,53
2020-12-04,23660,23001,30
2020-12-04,23660,70001,11
2020-12-04,25175,11001,2829
2020-12-04,25175,25473,132
2020-12-04,25175,25754,156
2020-12-04,25175,25899,62
2020-12-04,25290,11001,376
2020-12-04,25290,25754,118
2020-12-04,25473,11001,5733
2020-12-04,25473,25175,141
2020-12-04,25473,25754,661
2020-12-04,25754,11001,38898
2020-12-04,25754,25175,135
2020-12-04,25754,25290,79
2020-12-04,25754,25473,600
2020-12-04,25754,41001,12
2020-12-04,25754,73001,29
2020-12-04,25899,11001,24
2020-12-04,25899,25175,61
2020-12-04,41001,11001,103
2020-12-04,41001,18001,39
2020-12-04,41001,25754,10
2020-12-04,41001,41551,65
2020-12-04,41001,73001,62
2020-12-04,41551,41001,81
2020-12-04,47001,8001,60
2020-12-04,47001,8433,11
2020-12-04,47001,20001,14
2020-12-04,47001,47189,437
2020-12-04,47189,47001,388
2020-12-04,50001,11001,319
2020-12-04,50001,25754,17
2020-12-04,52001,52356,118
2020-12-04,52001,52835,13
2020-12-04,52001,76001,32
2020-12-04,52356,52001,148
2020-12-04,52835,52001,27
2020-12-04,54001,54874,1940
2020-12-04,54874,54001,2091
2020-12-04,63001,66001,69
2020-12-04,63001,76001,10
2020-12-04,66001,11001,15
2020-12-04,66001,17001,157
2020-12-04,66001,63001,105
2020-12-04,66001,76001,41
2020-12-04,66001,76147,838
2020-12-04,68001,68081,45
2020-12-04,68001,68276,5585
2020-12-04,68001,68307,5732
2020-12-04,68001,68547,1224
2020-12-04,68081,68001,53
2020-12-04,68081,68276,60
2020-12-04,68081,68307,19
2020-12-04,68276,68001,4554
2020-12-04,68276,68081,47
2020-12-04,68276,68307,4300
2020-12-04,68276,68547,1449
2020-12-04,68307,68001,5120
2020-12-04,68307,68081,29
2020-12-04,68307,68276,4511
2020-12-04,68307,68547,1007
2020-12-04,68547,68001,963
2020-12-04,68547,68276,1310
2020-12-04,68547,68307,905
2020-12-04,70001,23001,15
2020-12-04,70001,23660,16
2020-12-04,73001,11001,196
2020-12-04,73001,25754,14
2020-12-04,73001,41001,44
2020-12-04,73001,73268,107
2020-12-04,73268,73001,132
2020-12-04,76001,11001,25
2020-12-04,76001,19001,224
2020-12-04,76001,52001,51
2020-12-04,76001,63001,17
2020-12-04,76001,66001,43
2020-12-04,76001,76109,170
2020-12-04,76001,76111,176
2020-12-04,76001,76520,3335
2020-12-04,76001,76834,136
2020-12-04,76001,76892,2933
2020-12-04,76109,76001,121
2020-12-04,76109,76111,25
2020-12-04,76111,76001,173
2020-12-04,76111,76520,44
2020-12-04,76111,76834,170
2020-12-04,76111,76892,11
2020-12-04,76147,66001,711
2020-12-04,76520,11001,29
2020-12-04,76520,76001,2936
2020-12-04,76520,76111,35
2020-12-04,76520,76892,246
2020-12-04,76834,76001,120
2020-12-04,76834,76111,183
2020-12-04,76892,76001,2781
2020-12-04,76892,76111,15
2020-12-04,76892,76520,289
2020-12-04,85001,15759,27
2020-12-05,5001,5088,15292
2020-12-05,5001,5129,2020
2020-12-05,5001,5360,29762
2020-12-05,5001,11001,87
2020-12-05,5045,5837,398
2020-12-05,5088,5001,13835
2020-12-05,5088,5129,188
2020-12-05,5088,5360,2521
2020-12-05,5129,5001,1936
2020-12-05,5129,5088,190
2020-12-05,5129,5360,2198
2020-12-05,5360,5001,28992
2020-12-05,5360,5088,2802
2020-12-05,5360,5129,2324
2020-12-05,5360,11001,19
2020-12-05,5360,76001,11
2020-12-05,5837,5045,374
2020-12-05,8001,8078,250
2020-12-05,8001,8296,347
2020-12-05,8001,8433,7202
2020-12-05,8001,8573,695
2020-12-05,8001,8638,265
2020-12-05,8001,11001,10
2020-12-05,8001,13001,51
2020-12-05,8001,20001,11
2020-12-05,8001,47001,204
2020-12-05,8001,47189,11
2020-12-05,8078,8001,231
2020-12-05,8078,8296,12
2020-12-05,8078,8638,55
2020-12-05,8296,8001,336
2020-12-05,8296,8078,17
2020-12-05,8296,8433,156
2020-12-05,8433,8001,6471
2020-12-05,8433,8296,143
2020-12-05,8433,8573,97
2020-12-05,8433,8638,15
2020-12-05,8433,11001,27
2020-12-05,8433,47001,25
2020-12-05,8573,8001,660
2020-12-05,8573,8433,111
2020-12-05,8638,8001,228
2020-12-05,8638,8078,29
2020-12-05,8638,8433,10
2020-12-05,11001,5001,242
2020-12-05,11001,5360,58
2020-12-05,11001,8001,52
2020-12-05,11001,13001,27
2020-12-05,11001,15001,378
2020-12-05,11001,15759,317
2020-12-05,11001,17001,19
2020-12-05,11001,25175,4467
2020-12-05,11001,25290,1121
2020-12-05,11001,25473,8985
2020-12-05,11001,25754,59825
2020-12-05,11001,25899,19
2020-12-05,11001,41001,285
2020-12-05,11001,47001,108
2020-12-05,11001,50001,1061
2020-12-05,11001,52001,15
2020-12-05,11001,66001,66
2020-12-05,11001,68001,44
2020-12-05,11001,68276,47
2020-12-05,11001,68307,11
2020-12-05,11001,73001,666
2020-12-05,11001,73268,31
2020-12-05,11001,76001,168
2020-12-05,11001,85001,38
2020-12-05,13001,8001,48
2020-12-05,15001,11001,297
2020-12-05,15001,15238,57
2020-12-05,15001,15759,163
2020-12-05,15238,15001,37
2020-12-05,15238,15759,120
2020-12-05,15759,11001,106
2020-12-05,15759,15001,136
2020-12-05,15759,15238,127
2020-12-05,15759,85001,56
2020-12-05,17001,66001,303
2020-12-05,18001,41001,77
2020-12-05,18001,41551,21
2020-12-05,19001,52001,44
2020-12-05,19001,76001,310
2020-12-05,20001,8001,19
2020-12-05,20001,20011,11
2020-12-05,20001,47001,25
2020-12-05,20011,68001,11
2020-12-05,23001,23162,677
2020-12-05,23001,23417,135
2020-12-05,23001,23660,84
2020-12-05,23001,70001,54
2020-12-05,23162,23001,620
2020-12-05,23417,23001,71
2020-12-05,23417,23162,15
2020-12-05,23660,23001,30
2020-12-05,23660,70001,34
